2012,1,17,500
2012,1,18,530
2012,1,19,539
2012,1,20,556
2012,1,23,526
2012,1,24,518
2012,1,25,489
2012,1,26,493
2012,1,27,499
2012,1,30,499
2012,1,31,499
2012,2,1,499
2012,2,2,499
2012,2,3,499
2012,2,6,499
2012,2,7,499
2012,2,8,499
2012,2,9,499
2012,2,10,496
2012,2,13,519
2012,2,14,493
2012,2,15,462
2012,2,16,479
2012,2,17,479
2012,2,21,479
2012,2,22,479
2012,2,23,514
2012,2,24,505
2012,2,27,498
2012,2,28,562
2012,2,29,574
2012,3,1,584
2012,3,2,568
2012,3,5,536
2012,3,6,498
2012,3,7,523
2012,3,8,568
2012,3,9,602
2012,3,12,576
2012,3,13,664
2012,3,14,670
2012,3,15,687
2012,3,16,669
2012,3,19,680
2012,3,20,680
2012,3,21,674
2012,3,22,669
2012,3,23,661
2012,3,26,710
2012,3,27,709
2012,3,28,709
2012,3,29,718
2012,3,30,728
2012,4,2,757
2012,4,3,749
2012,4,4,689
2012,4,5,703
2012,4,9,656
2012,4,10,621
2012,4,11,638
2012,4,12,688
2012,4,13,688
2012,4,16,688
2012,4,17,688
2012,4,18,688
2012,4,19,688
2012,4,20,688
2012,4,23,688
2012,4,24,688
2012,4,25,695
2012,4,26,705
2012,4,27,744
2012,4,30,760
2012,5,1,744
2012,5,2,744
2012,5,3,744
2012,5,4,744
2012,5,7,762
2012,5,8,719
2012,5,9,731
2012,5,10,632
2012,5,11,592
2012,5,14,592
2012,5,15,592
2012,5,16,592
2012,5,17,592
2012,5,18,573
2012,5,21,596
2012,5,22,600
2012,5,23,564
2012,5,24,603
2012,5,25,608
2012,5,29,634
2012,5,30,605
2012,5,31,566
2012,6,1,501
2012,6,4,506
2012,6,5,508
2012,6,6,585
2012,6,7,585
2012,6,8,585
2012,6,11,585
2012,6,12,585
2012,6,13,585
2012,6,14,585
2012,6,15,585
2012,6,18,585
2012,6,19,585
2012,6,20,585
2012,6,21,585
2012,6,22,585
2012,6,25,585
2012,6,26,585
2012,6,27,585
2012,6,28,585
2012,6,29,585
2012,7,2,585
2012,7,3,585
2012,7,5,585
2012,7,6,585
2012,7,9,585
2012,7,10,585
2012,7,11,585
2012,7,12,585
2012,7,13,585
2012,7,16,585
2012,7,17,585
2012,7,18,585
2012,7,19,585
2012,7,20,585
2012,7,23,585
2012,7,24,585
2012,7,25,585
2012,7,26,585
2012,7,27,585
2012,7,30,585
2012,7,31,585
2012,8,1,585
2012,8,2,585
2012,8,3,585
2012,8,6,585
2012,8,7,585
2012,8,8,585
2012,8,9,546
2012,8,10,412
2012,8,13,412
2012,8,14,432
2012,8,15,468
2012,8,16,468
2012,8,17,468
2012,8,20,564
2012,8,21,479
2012,8,22,536
2012,8,23,536
2012,8,24,529
2012,8,27,503
2012,8,28,522
2012,8,29,522
2012,8,30,522
2012,8,31,522
2012,9,4,522
2012,9,5,522
2012,9,6,522
2012,9,7,522
2012,9,10,522
2012,9,11,511
2012,9,12,515
2012,9,13,543
2012,9,14,555
2012,9,17,523
2012,9,18,523
2012,9,19,523
2012,9,20,523
2012,9,21,523
2012,9,24,523
2012,9,25,523
2012,9,26,523
2012,9,27,523
2012,9,28,523
2012,10,1,523
2012,10,2,523
2012,10,3,523
2012,10,4,523
2012,10,5,523
2012,10,8,523
2012,10,9,523
2012,10,10,523
2012,10,11,523
2012,10,12,523
2012,10,15,523
2012,10,16,523
2012,10,17,563
2012,10,18,473
2012,10,19,477
2012,10,22,541
2012,10,23,577
2012,10,24,950
2012,10,25,883
2012,10,26,883
2012,10,29,883
2012,10,30,883
2012,10,31,883
2012,11,1,883
2012,11,2,883
2012,11,5,883
2012,11,6,883
2012,11,7,883
2012,11,8,883
2012,11,9,883
2012,11,12,969
2012,11,13,948
2012,11,14,1199
2012,11,15,1164
2012,11,16,1322
2012,11,19,1332
2012,11,20,1300
2012,11,21,1315
2012,11,23,1351
2012,11,26,1368
2012,11,27,1372
2012,11,28,1388
2012,11,29,1332
2012,11,30,1332
2012,12,3,1332
2012,12,4,1332
2012,12,5,1332
2012,12,6,1332
2012,12,7,1332
2012,12,10,1332
2012,12,11,1332
2012,12,12,1332
2012,12,13,1329
2012,12,14,1358
2012,12,17,1363
2012,12,18,1356
2012,12,19,1354
2012,12,20,1354
2012,12,21,1354
2012,12,24,1383
